DO NOT MODIFY! Scanner has some issues which are yet to be fixed. Changes will be overwritten.

name;games;email;url
Ceiba Software and Arts;Voxel Blast; ;https://store.steampowered.com/search/?developer=Ceiba%20Software%20and%20Arts&snr=1_5_9__2000
Mantis Studios;Reverence: The Ultimate Combat Experience; ;https://store.steampowered.com/search/?developer=Mantis%20Studios&snr=1_5_9__2000
aerialknightstudios;Shattered Gardens; ;https://store.steampowered.com/developer/aerialknightstudios?snr=1_5_9__2000
Danjb;Abacus; ;https://store.steampowered.com/search/?developer=Danjb&snr=1_5_9__2000
fengjiongmax;Ladder Box; ;https://store.steampowered.com/search/?developer=fengjiongmax&snr=1_5_9__2000
CODEBASE UAB;Krakout challenge; ;https://store.steampowered.com/search/?developer=CODEBASE%20UAB&snr=1_5_9__2000
sallyforth;Tin Tandem; ;https://store.steampowered.com/developer/sallyforth?snr=1_5_9__2000
hangedbunnystudio;Melordandek,Macroboy Y; ;https://store.steampowered.com/developer/hangedbunnystudio?snr=1_5_9__2000
FAXCORPunlimited;Drone Spektra; ;https://store.steampowered.com/search/?developer=FAXCORPunlimited&snr=1_5_9__2000
SypherZent;Anamnesis,Space Hamster in Turmoil,Who Wants To Destroy An Alien,; ;https://store.steampowered.com/search/?developer=SypherZent&snr=1_5_9__2000
Last Life Games;Trial by Viking; ;https://store.steampowered.com/search/?developer=Last%20Life%20Games&snr=1_5_9__2000
Faizaan Alam;The Elysian Field; ;https://store.steampowered.com/search/?developer=Faizaan%20Alam&snr=1_5_9__2000
Firer;My Wife; ;https://store.steampowered.com/search/?developer=Firer&snr=1_5_9__2000
CHEN YUANJI;飞花令 春饼; ;https://store.steampowered.com/search/?developer=CHEN%20YUANJI&snr=1_5_9__2000
Cold Mass Digital Entertainment;Automatrons; ;https://store.steampowered.com/search/?developer=Cold%20Mass%20Digital%20Entertainment&snr=1_5_9__2000
ORBMIT Productions;Plummet; ;https://store.steampowered.com/search/?developer=ORBMIT%20Productions&snr=1_5_9__2000
reMaginarium;R.O.O.T.S; ;https://store.steampowered.com/search/?developer=reMaginarium&snr=1_5_9__2000
tenkaigames;Light It | てらし鬼; ;https://store.steampowered.com/developer/tenkaigames?snr=1_5_9__2000
ShadowInk Designs;Crescent Hollow,Duel Jousting; ;https://store.steampowered.com/search/?developer=ShadowInk%20Designs&snr=1_5_9__2000
RK Jain;Adventures of Human Being; ;https://store.steampowered.com/search/?developer=RK%20Jain&snr=1_5_9__2000
phatrobit;Flaky Bakery; ;https://store.steampowered.com/developer/phatrobit?snr=1_5_9__2000
Joshua Giles;The Communist Dogifesto; ;https://store.steampowered.com/search/?developer=Joshua%20Giles&snr=1_5_9__2000
Jollyfish Games;Smash Pixel Racing; ;https://store.steampowered.com/search/?developer=Jollyfish%20Games&snr=1_5_9__2000
Fang's Lab;Soviet Souls; ;https://store.steampowered.com/search/?developer=Fang%27s%20Lab&snr=1_5_9__2000
DP Games;Soviet Souls; ;https://store.steampowered.com/search/?developer=DP%20Games&snr=1_5_9__2000
Flatcoon;Soviet Souls; ;https://store.steampowered.com/search/?developer=Flatcoon&snr=1_5_9__2000
bankbank;Primate Signal; ;https://store.steampowered.com/search/?developer=bankbank&snr=1_5_9__2000
Marius Elvert;Abstractanks; ;https://store.steampowered.com/search/?developer=Marius%20Elvert&snr=1_5_9__2000
Simbryo;Man of Honor; ;https://store.steampowered.com/search/?developer=Simbryo&snr=1_5_9__2000
bitshift;Dog Fight,Trains & Things; ;https://store.steampowered.com/search/?developer=bitshift&snr=1_5_9__2000
SlinDev;Project Z; ;https://store.steampowered.com/search/?developer=SlinDev&snr=1_5_9__2000
smokesomefrogs;Bring Back The Sun by Daniel da Silva; ;https://store.steampowered.com/developer/smokesomefrogs?snr=1_5_9__2000
Team Cyberless;Cyberless III: Online; ;https://store.steampowered.com/search/?developer=Team%20Cyberless&snr=1_5_9__2000
Cellbloc Studios;SnarfQuest Tales,SnarfQuest Tales, Episode 1: The Beginning; ;https://store.steampowered.com/search/?developer=Cellbloc%20Studios&snr=1_5_9__2000
AlyStudio;The Reaction; ;https://store.steampowered.com/developer/AlyStudio?snr=1_5_9__2000
Timo;Korean Adventures in Russia; ;https://store.steampowered.com/search/?developer=Timo&snr=1_5_9__2000
Haunted Bees Productions;Blockara; ;https://store.steampowered.com/search/?developer=Haunted%20Bees%20Productions&snr=1_5_9__2000
Victorian Clambake;Shell Shuffle,Jolly Riot; ;https://store.steampowered.com/search/?developer=Victorian%20Clambake&snr=1_5_9__2000
Bcubedlabs;The Snowman's Journey; ;https://store.steampowered.com/search/?developer=Bcubedlabs&snr=1_5_9__2000
SilverDam;World of Islands - Treasure Hunt; ;https://store.steampowered.com/developer/SilverDam?snr=1_5_9__2000
MJMCreativeWorksAndIdeas;World of Islands - Treasure Hunt; ;https://store.steampowered.com/developer/MJMCreativeWorksAndIdeas?snr=1_5_9__2000
Gui Zen Games;The Adventures of Herbie & Katt LeChatt; ;https://store.steampowered.com/search/?developer=Gui%20Zen%20Games&snr=1_5_9__2000
Brian Duhaime;Topsy Turvy; ;https://store.steampowered.com/search/?developer=Brian%20Duhaime&snr=1_5_9__2000
Kenny Cason;Ninja Turdle; ;https://store.steampowered.com/search/?developer=Kenny%20Cason&snr=1_5_9__2000
Bit2Good Ug;Goggles - World of Vaporia; ;https://store.steampowered.com/search/?developer=Bit2Good%20Ug&snr=1_5_9__2000
Glinkie Games Inc.;Starship Turd Nugget: Too Cool For Stool; ;https://store.steampowered.com/search/?developer=Glinkie%20Games%20Inc.&snr=1_5_9__2000
Mibongo Software;Android Helipad; ;https://store.steampowered.com/search/?developer=Mibongo%20Software&snr=1_5_9__2000
JH12world;CortexGear: AngryDroids; ;https://store.steampowered.com/search/?developer=JH12world&snr=1_5_9__2000
Jordan Benoit;CortexGear: AngryDroids; ;https://store.steampowered.com/search/?developer=Jordan%20Benoit&snr=1_5_9__2000
Ailurux;Loch Mess; ;https://store.steampowered.com/search/?developer=Ailurux&snr=1_5_9__2000
https://store.steampowered.com/curator/33051918;StopTime Drive; ;https://store.steampowered.com/curator/33051918?snr=1_5_9__2000
gameko-studio;Zaba The Frog; ;https://store.steampowered.com/search/?developer=gameko-studio&snr=1_5_9__2000
BIT-GEN;Diamond Deeps; ;https://store.steampowered.com/search/?developer=BIT-GEN&snr=1_5_9__2000
West Dragon Productions DR;Snow Light; ;https://store.steampowered.com/search/?developer=West%20Dragon%20Productions%20DR&snr=1_5_9__2000
Haunted Pig;Among Stars and Robots; ;https://store.steampowered.com/search/?developer=Haunted%20Pig&snr=1_5_9__2000
Handicapped Unicorn;Panda Push; ;https://store.steampowered.com/search/?developer=Handicapped%20Unicorn&snr=1_5_9__2000
Gabhel Games;Scary Humans; ;https://store.steampowered.com/search/?developer=Gabhel%20Games&snr=1_5_9__2000
Lyon Beckers;Wolf Gang; ;https://store.steampowered.com/search/?developer=Lyon%20Beckers&snr=1_5_9__2000
Revolutionary Interactive;Fractalis,Hallowlands; ;https://store.steampowered.com/search/?developer=Revolutionary%20Interactive&snr=1_5_9__2000
https://store.steampowered.com/curator/26158194;StartBolita; ;https://store.steampowered.com/curator/26158194?snr=1_5_9__2000
julkip;Dam Busters; ;https://store.steampowered.com/search/?developer=julkip&snr=1_5_9__2000
kunohoshiko;Super Web Kittens: Act I; ;https://store.steampowered.com/developer/kunohoshiko?snr=1_5_9__2000
Games Of Edan;ICEBOX: Speedgunner; ;https://store.steampowered.com/search/?developer=Games%20Of%20Edan&snr=1_5_9__2000
Riccardo Ricci;It's Raining Fists and Metal; ;https://store.steampowered.com/search/?developer=Riccardo%20Ricci&snr=1_5_9__2000
Touch Orchestra;Grenade Madness; ;https://store.steampowered.com/search/?developer=Touch%20Orchestra&snr=1_5_9__2000
Hotovo;Famousity Card Game; ;https://store.steampowered.com/search/?developer=Hotovo&snr=1_5_9__2000
ALEXBAIRGAMES;RoboVDino; ;https://store.steampowered.com/developer/ALEXBAIRGAMES?snr=1_5_9__2000
Color It Company;Ablockalypse; ;https://store.steampowered.com/search/?developer=Color%20It%20Company&snr=1_5_9__2000
AHAKuo Creations;Before Dark; ;https://store.steampowered.com/search/?developer=AHAKuo%20Creations&snr=1_5_9__2000
Aaron Turner;Get Dis Money; ;https://store.steampowered.com/search/?developer=Aaron%20Turner&snr=1_5_9__2000
InSayn;Journey To The Center Of The Earth; ;https://store.steampowered.com/search/?developer=InSayn&snr=1_5_9__2000
Proteinbeer;Tank Nova; ;https://store.steampowered.com/search/?developer=Proteinbeer&snr=1_5_9__2000
luiz-felipe-da-silva-marian;Khospis; ;https://store.steampowered.com/developer/luiz-felipe-da-silva-marian?snr=1_5_9__2000
Sylvestre Studio;Magicae Mundi; ;https://store.steampowered.com/search/?developer=Sylvestre%20Studio&snr=1_5_9__2000
Ihor Karalash;Soviet Arcade Machine Basketball; ;https://store.steampowered.com/search/?developer=Ihor%20Karalash&snr=1_5_9__2000
OPEN LEVEL;BoxCat; ;https://store.steampowered.com/search/?developer=OPEN%20LEVEL&snr=1_5_9__2000
Rémi Vansteelandt;Glitchbuster; ;https://store.steampowered.com/search/?developer=R%C3%A9mi%20Vansteelandt&snr=1_5_9__2000
https://store.steampowered.com/curator/35603041;Stones of Yalmrith; ;https://store.steampowered.com/curator/35603041?snr=1_5_9__2000
Jovian Industries, Pronoia AB;Heart. Papers. Border.; ;https://store.steampowered.com/search/?developer=Jovian%20Industries%2C%20Pronoia%20AB&snr=1_5_9__2000
basement_owl;Coof Attack; ;https://store.steampowered.com/developer/basement_owl?snr=1_5_9__2000
adamw;Advisors at the End of the Universe; ;https://store.steampowered.com/developer/adamw?snr=1_5_9__2000
NikuTreat;A Sun Of Salt; ;https://store.steampowered.com/search/?developer=NikuTreat&snr=1_5_9__2000
NiYOtan;mikapyon; ;https://store.steampowered.com/search/?developer=NiYOtan&snr=1_5_9__2000
Artax Games;IRO HERO; ;https://store.steampowered.com/search/?developer=Artax%20Games&snr=1_5_9__2000
R C Knight;Son of Scoregasm; ;https://store.steampowered.com/search/?developer=R%20C%20Knight&snr=1_5_9__2000
realDragon;Trawel; ;https://store.steampowered.com/developer/realDragon?snr=1_5_9__2000
Fargamer Studios;Bloody Mary: Forgotten Curse; ;https://store.steampowered.com/search/?developer=Fargamer%20Studios&snr=1_5_9__2000
Theodor Niklas;Block Robot Mini Survival Game; ;https://store.steampowered.com/search/?developer=Theodor%20Niklas&snr=1_5_9__2000
ERTYNEA;Survival Diary; ;https://store.steampowered.com/search/?developer=ERTYNEA&snr=1_5_9__2000
Marcelo Villarreal;Escape Fantasy; ;https://store.steampowered.com/search/?developer=Marcelo%20Villarreal&snr=1_5_9__2000
Kevin Adams;Sea Birds: End of an Age; ;https://store.steampowered.com/search/?developer=Kevin%20Adams&snr=1_5_9__2000
Lepus Games;Section Six; ;https://store.steampowered.com/search/?developer=Lepus%20Games&snr=1_5_9__2000
Artyom Taldin;Death Dream; ;https://store.steampowered.com/search/?developer=Artyom%20Taldin&snr=1_5_9__2000
Elektri Inc.;Vagrant Sword; ;https://store.steampowered.com/search/?developer=Elektri%20Inc.&snr=1_5_9__2000
ThirtysixLab;SafeHome; ;https://store.steampowered.com/search/?developer=ThirtysixLab&snr=1_5_9__2000
Materik AB;Sublunar; ;https://store.steampowered.com/search/?developer=Materik%20AB&snr=1_5_9__2000
Unruly Attractions;StandPoint; ;https://store.steampowered.com/search/?developer=Unruly%20Attractions&snr=1_5_9__2000
Andreas Cavazzini;Asteroid Deflector XL; ;https://store.steampowered.com/search/?developer=Andreas%20Cavazzini&snr=1_5_9__2000
CMCGAMES;Iceroyds!; ;https://store.steampowered.com/developer/CMCGAMES?snr=1_5_9__2000
Turbowizard Studios;RavenWeald; ;https://store.steampowered.com/search/?developer=Turbowizard%20Studios&snr=1_5_9__2000
Arman Karshenas;Lurk; ;https://store.steampowered.com/search/?developer=Arman%20Karshenas&snr=1_5_9__2000
Nomys_Tempar;Distant Dials; ;https://store.steampowered.com/search/?developer=Nomys_Tempar&snr=1_5_9__2000
Nylnook;Distant Dials; ;https://store.steampowered.com/search/?developer=Nylnook&snr=1_5_9__2000
Molegato;Demented Pixie,Frogun; ;https://store.steampowered.com/search/?developer=Molegato&snr=1_5_9__2000
Jérôme Braëms;Shattered Runes; ;https://store.steampowered.com/search/?developer=J%C3%A9r%C3%B4me%20Bra%C3%ABms&snr=1_5_9__2000
wirYe Games;HellMaze; ;https://store.steampowered.com/search/?developer=wirYe%20Games&snr=1_5_9__2000
Night Apparatus;Osmorrow; ;https://store.steampowered.com/search/?developer=Night%20Apparatus&snr=1_5_9__2000
Silver Bullet Games;Isle Of Spirits; ;https://store.steampowered.com/search/?developer=Silver%20Bullet%20Games&snr=1_5_9__2000
NEO CRYSTAL GAMES LTD;Adapted Adventures: Crystal Cave; ;https://store.steampowered.com/search/?developer=NEO%20CRYSTAL%20GAMES%20LTD&snr=1_5_9__2000
X3 Brothers;Genie; ;https://store.steampowered.com/search/?developer=X3%20Brothers&snr=1_5_9__2000
points contigus;De Profundis; ;https://store.steampowered.com/search/?developer=points%20contigus&snr=1_5_9__2000
QIPAWORLD;Jigsaw puzzle - Evolution,Qipa World-Hello Big Adventure; ;https://store.steampowered.com/search/?developer=QIPAWORLD&snr=1_5_9__2000
Quarter Pound Studios;Zamarian; ;https://store.steampowered.com/search/?developer=Quarter%20Pound%20Studios&snr=1_5_9__2000
Mido Basim;Spectrum: First Light; ;https://store.steampowered.com/search/?developer=Mido%20Basim&snr=1_5_9__2000
Danny Wei;Spectrum: First Light; ;https://store.steampowered.com/search/?developer=Danny%20Wei&snr=1_5_9__2000
Bitecore Ltd.;Bounce Rescue!; ;https://store.steampowered.com/search/?developer=Bitecore%20Ltd.&snr=1_5_9__2000
doublemojo;Manna for our Malices; ;https://store.steampowered.com/developer/doublemojo?snr=1_5_9__2000
InfernoSoul;Underworld Dungeon; ;https://store.steampowered.com/search/?developer=InfernoSoul&snr=1_5_9__2000
Fromjaf Games;Underworld Dungeon; ;https://store.steampowered.com/search/?developer=Fromjaf%20Games&snr=1_5_9__2000
bucestudios;Isomorph,RXE,,Sandhill Architectures; ;https://store.steampowered.com/developer/bucestudios?snr=1_5_9__2000
Well Bred Rhino;Last Stitch Goodnight; ;https://store.steampowered.com/search/?developer=Well%20Bred%20Rhino&snr=1_5_9__2000
Tegridy Ltd;Dark Dealings; ;https://store.steampowered.com/search/?developer=Tegridy%20Ltd&snr=1_5_9__2000
FjonGames;SOONA; ;https://store.steampowered.com/search/?developer=FjonGames&snr=1_5_9__2000
Jambav;Stack & Crack; ;https://store.steampowered.com/search/?developer=Jambav&snr=1_5_9__2000
Predator Productions;1166; ;https://store.steampowered.com/search/?developer=Predator%20Productions&snr=1_5_9__2000
Masterstrike;Tile Battle; ;https://store.steampowered.com/search/?developer=Masterstrike&snr=1_5_9__2000
LadrikDev;Tile Battle; ;https://store.steampowered.com/search/?developer=LadrikDev&snr=1_5_9__2000
https://store.steampowered.com/curator/38695226;KIWAYA,Zeko; ;https://store.steampowered.com/curator/38695226?snr=1_5_9__2000
Ryan Bell;Rubble Bubble; ;https://store.steampowered.com/search/?developer=Ryan%20Bell&snr=1_5_9__2000
Digilie Studio s.n.c.;Panic Pump - Can you save them ALL?; ;https://store.steampowered.com/search/?developer=Digilie%20Studio%20s.n.c.&snr=1_5_9__2000
Risen Games;Stardrift Nomads; ;https://store.steampowered.com/search/?developer=Risen%20Games&snr=1_5_9__2000
https://store.steampowered.com/curator/39117907;Breath; ;https://store.steampowered.com/curator/39117907?snr=1_5_9__2000
Arational Entertainment;WeaponizedChess; ;https://store.steampowered.com/search/?developer=Arational%20Entertainment&snr=1_5_9__2000
BPX;Puzzle 101: Edge of Galaxy 宇宙边际; ;https://store.steampowered.com/developer/BPX?snr=1_5_9__2000
BadgerHammer;Idioctopus; ;https://store.steampowered.com/search/?developer=BadgerHammer&snr=1_5_9__2000
https://store.steampowered.com/curator/35459603;Slide!!; ;https://store.steampowered.com/curator/35459603?snr=1_5_9__2000
Lev Gogol;My zero trip; ;https://store.steampowered.com/search/?developer=Lev%20Gogol&snr=1_5_9__2000
Haubna;Poly Mole; ;https://store.steampowered.com/search/?developer=Haubna&snr=1_5_9__2000
Intropy Games;Astral Breakers; ;https://store.steampowered.com/search/?developer=Intropy%20Games&snr=1_5_9__2000
KN1053;The Prologue to a Dream of Home; ;https://store.steampowered.com/search/?developer=KN1053&snr=1_5_9__2000
Rogerty;Online Retro Tennis; ;https://store.steampowered.com/search/?developer=Rogerty&snr=1_5_9__2000
Unnamed Fiasco Team;Unnamed Fiasco; ;https://store.steampowered.com/search/?developer=Unnamed%20Fiasco%20Team&snr=1_5_9__2000
https://store.steampowered.com/curator/38328376;Maze Of Time; ;https://store.steampowered.com/curator/38328376?snr=1_5_9__2000
Clone Corps;Crumbled World; ;https://store.steampowered.com/search/?developer=Clone%20Corps&snr=1_5_9__2000
R Academy;R Academy; ;https://store.steampowered.com/search/?developer=R%20Academy&snr=1_5_9__2000
Aéronie;Captain Lycop : Invasion of the Heters; ;https://store.steampowered.com/search/?developer=A%C3%A9ronie&snr=1_5_9__2000
Enzo Whyte;Rotieer; ;https://store.steampowered.com/search/?developer=Enzo%20Whyte&snr=1_5_9__2000
https://store.steampowered.com/curator/38027641;Fear of The Unknown; ;https://store.steampowered.com/curator/38027641?snr=1_5_9__2000
Florent Peres;Space Cube Racers; ;https://store.steampowered.com/search/?developer=Florent%20Peres&snr=1_5_9__2000
soniczwa;LeHweng LeHweng; ;https://store.steampowered.com/search/?developer=soniczwa&snr=1_5_9__2000
noiarc;That Dam Level redux; ;https://store.steampowered.com/search/?developer=noiarc&snr=1_5_9__2000
Lucascubestudios;Spirits: Ciel Bleu; ;https://store.steampowered.com/search/?developer=Lucascubestudios&snr=1_5_9__2000
Brainoid;Astral Traveler; ;https://store.steampowered.com/search/?developer=Brainoid&snr=1_5_9__2000
Jiří Živný;T^2.5; ;https://store.steampowered.com/search/?developer=Ji%C5%99%C3%AD%20%C5%BDivn%C3%BD&snr=1_5_9__2000
Longshot Studios LLC;Longshot Universe; ;https://store.steampowered.com/search/?developer=Longshot%20Studios%20LLC&snr=1_5_9__2000
Wehrmann Studios;Star Rogue; ;https://store.steampowered.com/search/?developer=Wehrmann%20Studios&snr=1_5_9__2000
Lunarhellgames;Galaxy Annihilation,Flatwaters: The Curse of Echita; ;https://store.steampowered.com/developer/Lunarhellgames?snr=1_5_9__2000
Pedro Castro Menezes;Stick Nightmare; ;https://store.steampowered.com/search/?developer=Pedro%20Castro%20Menezes&snr=1_5_9__2000
